strike,time_to_expiry,implied_volatility,moneyness
-49.5,0.01,1.5,-0.19014328949100598
-32.730769230769226,0.01,1.5,-0.125728002608272
-15.96153846153846,0.01,1.5,-0.06131271572553805
0.8076923076923066,0.01,1.5,0.0031025711571958975
17.57692307692308,0.01,1.5,0.06751785803992987
34.346153846153854,0.01,0.01,0.13193314492266384
51.11538461538461,0.01,0.01,0.19634843180539777
67.88461538461539,0.01,1.5,0.26076371868813175
84.65384615384616,0.01,1.5,0.3251790055708657
101.42307692307693,0.01,1.5,0.38959429245359967
118.19230769230771,0.01,0.6236978133605617,0.4540095793363337
134.96153846153848,0.01,0.2751677944894497,0.5184248662190677
151.73076923076923,0.01,0.1800304453210633,0.5828401531018015
168.5,0.01,0.1105704852708508,0.6472554399845355
185.26923076923077,0.01,0.01,0.7116707268672694
202.03846153846155,0.01,0.01,0.7760860137500034
218.80769230769232,0.01,0.01,0.8405013006327374
235.5769230769231,0.01,0.01,0.9049165875154713
252.34615384615387,0.01,0.01,0.9693318743982053
269.11538461538464,0.01,0.5750859462936044,1.0337471612809392
285.8846153846154,0.01,0.030374840243967388,1.0981624481636734
302.6538461538462,0.01,0.01,1.1625777350464073
319.42307692307696,0.01,0.01,1.2269930219291412
336.19230769230774,0.01,0.01,1.2914083088118753
352.96153846153845,0.01,0.01,1.355823595694609
369.7307692307692,0.01,0.01,1.4202388825773429
386.5,0.01,0.01,1.484654169460077
403.2692307692308,0.01,0.06607053450549122,1.549069456342811
420.03846153846155,0.01,0.20786573054092028,1.6134847432255448
436.8076923076923,0.01,0.3084950321009954,1.677900030108279
453.5769230769231,0.01,0.21832653000806634,1.7423153169910128
470.3461538461539,0.01,0.15223080933647254,1.806730603873747
487.11538461538464,0.01,0.17711729058674158,1.8711458907564809
503.88461538461536,0.01,0.2710636735279708,1.9355611776392145
520.6538461538462,0.01,0.5803979208151163,1.9999764645219487
537.4230769230769,0.01,1.5,2.0643917514046826
554.1923076923077,0.01,1.5,2.1288070382874165
570.9615384615385,0.01,1.5,2.1932223251701504
587.7307692307693,0.01,1.5,2.2576376120528847
604.5,0.01,1.5,2.322052898935618
-49.5,0.07131715193316836,1.5,-0.19014328949100598
-32.730769230769226,0.07131715193316836,1.5,-0.125728002608272
-15.96153846153846,0.07131715193316836,1.5,-0.06131271572553805
0.8076923076923066,0.07131715193316836,1.5,0.0031025711571958975
17.57692307692308,0.07131715193316836,1.5,0.06751785803992987
34.346153846153854,0.07131715193316836,0.01,0.13193314492266384
51.11538461538461,0.07131715193316836,0.01,0.19634843180539777
67.88461538461539,0.07131715193316836,1.5,0.26076371868813175
84.65384615384616,0.07131715193316836,1.5,0.3251790055708657
101.42307692307693,0.07131715193316836,1.5,0.38959429245359967
118.19230769230771,0.07131715193316836,0.5253751770594202,0.4540095793363337
134.96153846153848,0.07131715193316836,0.32614560679678795,0.5184248662190677
151.73076923076923,0.07131715193316836,0.23716374739202495,0.5828401531018015
168.5,0.07131715193316836,0.18330491619300893,0.6472554399845355
185.26923076923077,0.07131715193316836,0.11126096047650151,0.7116707268672694
202.03846153846155,0.07131715193316836,0.010479058933678164,0.7760860137500034
218.80769230769232,0.07131715193316836,0.01,0.8405013006327374
235.5769230769231,0.07131715193316836,0.01,0.9049165875154713
252.34615384615387,0.07131715193316836,0.01,0.9693318743982053
269.11538461538464,0.07131715193316836,0.287616228204464,1.0337471612809392
285.8846153846154,0.07131715193316836,0.04949713372021715,1.0981624481636734
302.6538461538462,0.07131715193316836,0.01,1.1625777350464073
319.42307692307696,0.07131715193316836,0.01,1.2269930219291412
336.19230769230774,0.07131715193316836,0.01,1.2914083088118753
352.96153846153845,0.07131715193316836,0.07462184004968782,1.355823595694609
369.7307692307692,0.07131715193316836,0.10446317429995722,1.4202388825773429
386.5,0.07131715193316836,0.12184818212072807,1.484654169460077
403.2692307692308,0.07131715193316836,0.1622512242749113,1.549069456342811
420.03846153846155,0.07131715193316836,0.2298612996977677,1.6134847432255448
436.8076923076923,0.07131715193316836,0.2772173428736818,1.677900030108279
453.5769230769231,0.07131715193316836,0.2361560599735995,1.7423153169910128
470.3461538461539,0.07131715193316836,0.20615462423385694,1.806730603873747
487.11538461538464,0.07131715193316836,0.21844636272788703,1.8711458907564809
503.88461538461536,0.07131715193316836,0.2728619223964393,1.9355611776392145
520.6538461538462,0.07131715193316836,0.5632231340202402,1.9999764645219487
537.4230769230769,0.07131715193316836,1.5,2.0643917514046826
554.1923076923077,0.07131715193316836,1.5,2.1288070382874165
570.9615384615385,0.07131715193316836,1.5,2.1932223251701504
587.7307692307693,0.07131715193316836,1.5,2.2576376120528847
604.5,0.07131715193316836,1.5,2.322052898935618
-49.5,0.13263430386633673,1.5,-0.19014328949100598
-32.730769230769226,0.13263430386633673,1.5,-0.125728002608272
-15.96153846153846,0.13263430386633673,1.5,-0.06131271572553805
0.8076923076923066,0.13263430386633673,1.5,0.0031025711571958975
17.57692307692308,0.13263430386633673,1.4216533810522118,0.06751785803992987
34.346153846153854,0.13263430386633673,0.4173722991669828,0.13193314492266384
51.11538461538461,0.13263430386633673,0.22163308951265082,0.19634843180539777
67.88461538461539,0.13263430386633673,1.5,0.26076371868813175
84.65384615384616,0.13263430386633673,1.5,0.3251790055708657
101.42307692307693,0.13263430386633673,0.7860941542630812,0.38959429245359967
118.19230769230771,0.13263430386633673,0.486057351086895,0.4540095793363337
134.96153846153848,0.13263430386633673,0.3738145162548874,0.5184248662190677
151.73076923076923,0.13263430386633673,0.2792620709136753,0.5828401531018015
168.5,0.13263430386633673,0.22745186097339642,0.6472554399845355
185.26923076923077,0.13263430386633673,0.18116928825220174,0.7116707268672694
202.03846153846155,0.13263430386633673,0.12408528361242718,0.7760860137500034
218.80769230769232,0.13263430386633673,0.056632939611235104,0.8405013006327374
235.5769230769231,0.13263430386633673,0.01,0.9049165875154713
252.34615384615387,0.13263430386633673,0.012234079408798275,0.9693318743982053
269.11538461538464,0.13263430386633673,0.0853714099664287,1.0337471612809392
285.8846153846154,0.13263430386633673,0.055322738054700345,1.0981624481636734
302.6538461538462,0.13263430386633673,0.01,1.1625777350464073
319.42307692307696,0.13263430386633673,0.046675405450646405,1.2269930219291412
